"84","Neutrino Core","Power Core","Power","1","14","6","","95","","60","","","","","8","14","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","24","40","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 24-40 electromagnetic damage with a radius of 2 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","1","2","106/53/35","","Penumbrz",
"49","Lgt. Neutrino Core","Power Core","Power","1","8","6","Prototype","80","","50","","","","","8","14","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","24","40","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 24-40 electromagnetic damage with a radius of 2 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","1","1","169/84/56","","M-SquareC",
"63","Rnf. Fission Core","Power Core","Power","1","21","6","","250","","60","","","","","12","14","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","2","106/53/35","","",
"13","Enh. Fission Core","Power Core","Power","1","13","6","Prototype","150","","60","","","","","8","16","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","Connary",
"5","Cld. Fission Core","Power Core","Power","1","14","6","Prototype","150","","60","","","","","4","16","250","99%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","",
"305","Mic. Fission Core","Power Core","Power","1","5","6","","60","","30","","","","","8","10","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","2","106/53/35","","Koron",
"43","Fusion Reactor","Reactor","Power","1","12","6","Prototype","120","","60","","","","","15","18","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","Sabouts",
"182","Antimatter Reactor","Reactor","Power","1","16","7","","100","","60","","","","","9","16","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","Merphle",
"255","Lgt. Antimatter Reactor","Reactor","Power","1","12","7","","70","","60","","","","","9","16","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","",
"36","Rnf. Antimatter Reactor","Reactor","Power","1","24","7","","300","","60","","","","","13","16","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","",
"1","Hyb. Antimatter Reactor","Reactor","Power","1","12","7","","70","","15","","","","","5","8","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","117/58/39","","",
"18","Backup Power VII","Power Core","Power","1","4","7","","50","1","40","","","","","6","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"1","MA-1KR's Cyclogen","Reactor","Power","1","20","7","Prototype","50","1","60","","","","","3","2","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","","","","","",
"-1","Ovr. Antimatter Reactor","Reactor","Power","1","16","7","","100","","60","","","","","9","24","325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","1","117/58/39","","",
"58","Hvy. Antimatter Reactor","Reactor","Power","1","18","7","Prototype","180","","60","","","","","9","20","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","1","187/93/62","","A Glass Of Milk",
"63","Mni. Fusion Reactor","Reactor","Power","1","8","7","Prototype","100","","40","","","","","13","16","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","1","187/93/62","","{-o-}Baltazar",
"38","Imp. Fusion Compressor","Power Core","Power","1","7","7","","100","","50","","","","1","20","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","117/58/39","","CaptainWinky",
"2","Mic. Neutrino Core","Power Core","Power","1","5","7","Prototype","130","1","20","","","","","5","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","25","43","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 25-43 electromagnetic damage with a radius of 3 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","","","","","",
"83","Zio. Light DM Reactor","Reactor","Power","1","10","7","Prototype","110","1","60","","","","","20","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"22","Zio. Heavy DM Reactor","Reactor","Power","1","20","7","Prototype","130","1","60","","","","","30","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"112","Particle Reactor","Reactor","Power","1","18","8","","110","","60","","","","","9","18","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","Adam Blinkinsop",
"126","Lgt. Particle Reactor","Reactor","Power","1","14","8","","75","","60","","","","","9","18","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","",
"226","Mic. Antimatter Reactor","Reactor","Power","1","8","8","","70","","30","","","","","9","14","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","",
"31","Com. Particle Reactor","Reactor","Power","1","12","8","Prototype","90","","30","","","","","9","18","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","Anders Nielsen",
"17","Cld. Antimatter Reactor","Reactor","Power","1","18","8","Prototype","110","","60","","","","","4","18","280","99%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","",
"24","Graviton Reactor","Reactor","Power","1","15","8","Prototype","110","","60","","","","","7","24","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","Kaylor",
"120","Asb. Flux Generator","Reactor","Power","2","40","8","Prototype","350","1","160","","","","","8","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"251","Quantum Reactor","Reactor","Power","1","20","9","","120","","60","","","","","10","20","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"221","Lgt. Quantum Reactor","Reactor","Power","1","15","9","","80","","60","","","","","9","20","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"46","Rnf. Quantum Reactor","Reactor","Power","1","30","9","","360","","60","","","","","15","20","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"162","Imp. Quantum Reactor","Reactor","Power","1","17","9","Prototype","125","1","60","","","","","2","24","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","DaftAero",
"1","Exp. Antimatter Reactor","Reactor","Power","1","16","9","Prototype","140","1","60","","","","","7","20","650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","","","","","",
"1","Hyb. Graviton Reactor","Reactor","Power","1","10","9","Prototype","130","1","15","","","","","3","12","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"232","Zero-point Reactor","Reactor","Power","1","15","9","Prototype","150","1","40","","","","","7","28","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","Jordan McBride",
"129","Vortex Chain Reactor","Reactor","Power","2","35","9","Prototype","300","1","120","","","","","12","50","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","Darkening Kaos",
