"34","Backup Power III","Engine","Power","1","2","3","","30","1","40","","","","","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","","","","","",
"92","Nuclear Core","Power Core","Power","1","7","3","","75","","60","","","","","7","9","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","1","2","73/36/24","","Naberius",
"411","Lgt. Nuclear Core","Power Core","Power","1","5","3","","50","","60","","","","","7","9","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","1","2","73/36/24","","Macked",
"186","Imp. Deuterium Engine","Engine","Power","1","10","4","","80","","60","","","","","7","11","190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","2","84/42/28","","Matsor Browncoat",
"46","Rnf. Deuterium Engine","Engine","Power","1","15","4","","160","","60","","","","","10","11","190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","2","84/42/28","","",
"2","Hyb. Deuterium Engine","Engine","Power","1","7","4","","60","","60","","","","","3","5","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","25","57","8","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 25-57 thermal damage with a radius of 2 (falloff: 8; chunks: 1-2; salvage: -5). High heat transfer.","1","2","84/42/28","","",
"42","Hvy. Deuterium Engine","Engine","Power","1","11","4","Prototype","120","","60","","","","","7","13","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","1","134/67/44","","Frisky",
"10","Cld. Deuterium Engine","Engine","Power","1","11","4","Prototype","120","","60","","","","","3","13","210","99%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","1","134/67/44","","",
"46","Enh. Nuclear Core","Power Core","Power","1","8","4","Prototype","120","","60","","","","","8","12","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","1","134/67/44","","",
"165","Mic. Nuclear Core","Power Core","Power","1","6","4","","50","","30","","","","","7","10","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","1","2","84/42/28","","Momoi Power",
"50","Mak. Power Source","Engine","Power","1","4","4","","50","","50","","","","","10","10","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","36","74","11","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 36-74 thermal damage with a radius of 2 (falloff: 11; chunks: 1-2; salvage: -6). High heat transfer.","","2","84/42/28","","",
"36","Angular Momentum Engine","Engine","Power","1","13","5","","90","","60","","","","","8","13","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","95/47/31","","dr0x",
"126","Lgt. Angular Momentum Engine","Engine","Power","1","9","5","","60","","60","","","","","7","13","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","95/47/31","","remludar",
"31","F-cell Engine","Engine","Power","1","12","5","Prototype","135","","60","","","","","7","14","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","1","152/76/50","","Babyhide Briefcase",
"61","Fission Core","Power Core","Power","1","10","5","","90","","60","","","","","8","13","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","95/47/31","","Dylan McNamee",
"147","Lgt. Fission Core","Power Core","Power","1","7","5","","60","","60","","","","","8","13","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","95/47/31","","A_Generic_Carrot",
"2","Hyb. Fission Core","Power Core","Power","1","8","5","","60","","60","","","","","4","6","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","1","2","95/47/31","","",
"46","Fusion Compressor","Power Core","Power","1","5","5","","80","","50","","","","1","15","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","95/47/31","","skymaker",
"53","Cold Fusion Reactor","Reactor","Power","1","12","5","Prototype","150","","60","","","","","","12","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","1","152/76/50","","Gabriel Frigeri",
"80","Neutrino Core","Power Core","Power","1","14","6","","95","","60","","","","","8","14","215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","24","40","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 24-40 electromagnetic damage with a radius of 2 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","1","2","106/53/35","","Penumbrz",
"47","Lgt. Neutrino Core","Power Core","Power","1","8","6","Prototype","80","","50","","","","","8","14","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","24","40","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 24-40 electromagnetic damage with a radius of 2 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","1","1","169/84/56","","M-SquareC",
"61","Rnf. Fission Core","Power Core","Power","1","21","6","","250","","60","","","","","12","14","210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","2","106/53/35","","",
"12","Enh. Fission Core","Power Core","Power","1","13","6","Prototype","150","","60","","","","","8","16","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","Connary",
"5","Cld. Fission Core","Power Core","Power","1","14","6","Prototype","150","","60","","","","","4","16","250","99%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","",
"295","Mic. Fission Core","Power Core","Power","1","5","6","","60","","30","","","","","8","10","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","2","106/53/35","","Koron",
"36","Fusion Reactor","Reactor","Power","1","12","6","Prototype","120","","60","","","","","15","18","195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","1","1","169/84/56","","Sabouts",
"173","Antimatter Reactor","Reactor","Power","1","16","7","","100","","60","","","","","9","16","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","Merphle",
"237","Lgt. Antimatter Reactor","Reactor","Power","1","12","7","","70","","60","","","","","9","16","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","",
"35","Rnf. Antimatter Reactor","Reactor","Power","1","24","7","","300","","60","","","","","13","16","225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","2","117/58/39","","",
"1","Hyb. Antimatter Reactor","Reactor","Power","1","12","7","","70","","60","","","","","5","8","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","41","83","12","1-2","Thermal","High (50)","","","-6","","If triggered by chain reaction or rigged proximity response, explodes for 41-83 thermal damage with a radius of 2 (falloff: 12; chunks: 1-2; salvage: -6). High heat transfer.","1","2","117/58/39","","",
"18","Backup Power VII","Power Core","Power","1","4","7","","50","1","40","","","","","6","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"1","MA-1KR's Cyclogen","Reactor","Power","1","20","7","Prototype","50","1","60","","","","","3","2","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","30","66","10","1-2","Thermal","High (50)","","","-5","","If triggered by chain reaction or rigged proximity response, explodes for 30-66 thermal damage with a radius of 2 (falloff: 10; chunks: 1-2; salvage: -5). High heat transfer.","","","","","",
"54","Hvy. Antimatter Reactor","Reactor","Power","1","18","7","Prototype","180","","60","","","","","9","20","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","1","187/93/62","","A Glass Of Milk",
"62","Mni. Fusion Reactor","Reactor","Power","1","8","7","Prototype","100","","40","","","","","13","16","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","1","1","187/93/62","","{-o-}Baltazar",
"34","Imp. Fusion Compressor","Power Core","Power","1","7","7","","100","","50","","","","1","20","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","117/58/39","","CaptainWinky",
"2","Mic. Neutrino Core","Power Core","Power","1","5","7","Prototype","130","1","20","","","","","5","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","25","43","3","1","Electromagnetic","","Wide (10)","2","3","","If triggered by chain reaction or rigged proximity response, explodes for 25-43 electromagnetic damage with a radius of 3 (falloff: 3; chunks: 1; salvage: 3; disruption: 2%). Wide spectrum.","","","","","",
"82","Zio. Light DM Reactor","Reactor","Power","1","10","7","Prototype","110","1","60","","","","","20","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"22","Zio. Heavy DM Reactor","Reactor","Power","1","20","7","Prototype","130","1","60","","","","","30","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","51","101","14","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 51-101 thermal damage with a radius of 3 (falloff: 14; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"100","Particle Reactor","Reactor","Power","1","18","8","","110","","60","","","","","9","18","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","Adam Blinkinsop",
"115","Lgt. Particle Reactor","Reactor","Power","1","14","8","","75","","60","","","","","9","18","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","",
"203","Mic. Antimatter Reactor","Reactor","Power","1","8","8","","70","","30","","","","","9","14","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","2","128/64/42","","",
"30","Com. Particle Reactor","Reactor","Power","1","12","8","Prototype","90","","30","","","","","9","18","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","",
"17","Cld. Antimatter Reactor","Reactor","Power","1","18","8","Prototype","110","","60","","","","","4","18","280","99%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","",
"22","Graviton Reactor","Reactor","Power","1","15","8","Prototype","110","","60","","","","","7","24","240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","1","1","204/102/68","","Kaylor",
"120","Asb. Flux Generator","Reactor","Power","2","40","8","Prototype","350","1","160","","","","","8","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","57","109","15","1-2","Thermal","High (50)","","","-7","","If triggered by chain reaction or rigged proximity response, explodes for 57-109 thermal damage with a radius of 3 (falloff: 15; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
"238","Quantum Reactor","Reactor","Power","1","20","9","","120","","60","","","","","10","20","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"197","Lgt. Quantum Reactor","Reactor","Power","1","15","9","","80","","60","","","","","9","20","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"42","Rnf. Quantum Reactor","Reactor","Power","1","30","9","","360","","60","","","","","15","20","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","2","139/69/46","","",
"156","Imp. Quantum Reactor","Reactor","Power","1","17","9","Prototype","125","1","60","","","","","2","24","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","DaftAero",
"208","Zero-point Reactor","Reactor","Power","1","15","9","Prototype","150","1","40","","","","","7","28","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","Jordan McBride",
"126","Vortex Chain Reactor","Reactor","Power","2","35","9","Prototype","300","1","120","","","","","12","50","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","Darkening Kaos",
"9","Singularity Reactor","Reactor","Power","3","50","9","Prototype","600","1","240","","","","","5","70","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","62","118","16","1-2","Thermal","High (50)","","","-8","","If triggered by chain reaction or rigged proximity response, explodes for 62-118 thermal damage with a radius of 3 (falloff: 16; chunks: 1-2; salvage: -8). High heat transfer.","1","1","222/111/74","","zzxc",
"92","Matter Drive","Reactor","Power","2","15","10","Alien","400","1","160","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Converts each adjacent wall, earth, and door to 100-300 energy.","","","","","","DoomGuy",
"1","Meta Core","Power Core","Power","1","6","10","Prototype","200","1","30","","","","","5","12","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","46","92","13","1-2","Thermal","High (50)","","","-7","When attached, gives access to additional temporary slots: Propulsion x1, Utility x1, Weapon x1. Temporary slots disappear if this part is removed, or if their contents are removed. Under some circumstances, it is normal for temporary slots to take an extra moment to fully disappear.","If triggered by chain reaction or rigged proximity response, explodes for 46-92 thermal damage with a radius of 2 (falloff: 13; chunks: 1-2; salvage: -7). High heat transfer.","","","","","",
